name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_unit,torque_rpm,cars_age
Maruti,100000,42500,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,62.0,3000.0,16
Hyundai,350000,25000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,111.8,4000.0,10
Tata,450000,80000,Diesel,Individual,Manual,Second Owner,13.7,2197.0,138.1,7.0,320.0,1700.0,9
Mahindra,350000,90000,Diesel,Individual,Manual,First Owner,12.7,2609.0,116.6,8.0,277.34000000000003,1700.0,16
Volkswagen,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,22.07,1199.0,73.9,5.0,180.0,2000.0,12
Mahindra,450000,146000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,195.0,1400.0,9
Maruti,157000,47200,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,59.0,2500.0,9
Mahindra,1500000,60000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,360.0,1750.0,4
Mahindra,1500000,60000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,360.0,1750.0,4
Tata,75000,100000,Petrol,Individual,Manual,Second Owner,15.3,1193.0,65.3,5.0,102.0,2600.0,15
Chevrolet,280000,100000,Diesel,Individual,Manual,Second Owner,14.8,2499.0,80.0,10.0,186.20000000000002,1800.0,12
Hyundai,600000,35000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,114.7,4000.0,7
Tata,250999,120000,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956.0,83.8,7.0,250.0,1000.0,10
Toyota,350000,80000,Petrol,Individual,Manual,Second Owner,12.5,1794.0,132.0,5.0,170.0,4200.0,12
Renault,300000,34000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,91.0,4250.0,6
Renault,819999,50000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,200.0,1750.0,5
Tata,409999,100000,Diesel,Individual,Manual,Second Owner,19.61,1405.0,70.0,5.0,135.4,2500.0,12
Hyundai,275000,52000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5.0,146.02,3000.0,14
Maruti,497000,110000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,200.0,1750.0,9
Hyundai,500000,70000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,114.7,4000.0,7
Mahindra,170000,120000,Diesel,Individual,Manual,Second Owner,14.0,2523.0,83.0,7.0,176.0,1500.0,16
Ford,515000,68609,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0,204.0,2000.0,6
Ford,925000,33360,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5.0,205.0,1750.0,4
Mahindra,1460000,5000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,7.0,300.0,1750.0,3
Tata,830000,35000,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5.0,260.0,1500.0,5
Ford,975000,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,205.0,1750.0,3
Ford,620000,15000,Petrol,Individual,Manual,First Owner,20.4,1194.0,94.93,5.0,120.0,4250.0,4
Nissan,860000,14317,Petrol,Dealer,Manual,First Owner,14.23,1498.0,104.55,5.0,142.0,4000.0,3
Datsun,430000,5000,Petrol,Individual,Manual,Second Owner,20.63,1198.0,67.0,5.0,104.0,4000.0,4
Honda,1227000,5000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5.0,145.0,4600.0,3
Honda,860000,28000,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,5.0,145.0,4600.0,5
Ford,950000,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,205.0,1750.0,4
Ford,225000,87237,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.05,5.0,160.0,2000.0,10
Chevrolet,500000,99500,Diesel,Individual,Manual,Third Owner,11.5,1991.0,147.9,7.0,320.0,2000.0,11
Ford,500000,62960,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,5.0,215.0,1750.0,5
Maruti,545000,110000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,200.0,1750.0,8
Maruti,400000,72000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,190.0,2000.0,11
Maruti,650000,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,190.0,2000.0,4
Hyundai,114999,55000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5.0,146.02,3000.0,14
Maruti,562000,60000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,190.0,2000.0,7
Tata,96000,120000,Diesel,Individual,Manual,First Owner,14.07,2956.0,83.1,7.0,250.0,1600.0,20
Jaguar,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,430.0,1750.0,5
Lexus,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,202.0,3600.0,3
Jaguar,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,430.0,1750.0,5
Tata,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,320.0,1500.0,7
Volvo,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,400.0,,3
Toyota,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,213.0,4500.0,6
Maruti,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,90.0,3500.0,9
Maruti,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,190.0,2000.0,4
Honda,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,110.0,4800.0,6
Toyota,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,200.0,1200.0,9
Maruti,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,3
Toyota,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,132.0,3000.0,5
Maruti,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,4
Hyundai,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,190.24,1750.0,5
BMW,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400.0,1750.0,3
BMW,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400.0,1750.0,3
Honda,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,110.0,4800.0,3
Skoda,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,153.0,3800.0,6
Volvo,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,350.0,1500.0,4
Jaguar,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,430.0,1750.0,5
Lexus,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,202.0,3600.0,3
Jaguar,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,430.0,1750.0,5
Tata,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,320.0,1500.0,7
Volvo,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,400.0,,3
Toyota,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,213.0,4500.0,6
Maruti,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,90.0,3500.0,9
Maruti,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,190.0,2000.0,4
Honda,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,110.0,4800.0,6
Toyota,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,200.0,1200.0,9
Maruti,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,3
Toyota,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,132.0,3000.0,5
Maruti,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,4
Hyundai,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,190.24,1750.0,5
BMW,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400.0,1750.0,3
BMW,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400.0,1750.0,3
Honda,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,110.0,4800.0,3
Skoda,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,153.0,3800.0,6
Volvo,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,350.0,1500.0,4
Maruti,210000,120000,Diesel,Individual,Manual,Fourth & Above Owner,,,,,,,13
Jaguar,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,430.0,1750.0,5
Lexus,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,202.0,3600.0,3
Jaguar,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,430.0,1750.0,5
Tata,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,320.0,1500.0,7
Volvo,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,400.0,,3
Toyota,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,213.0,4500.0,6
Maruti,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,90.0,3500.0,9
Maruti,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,190.0,2000.0,4
Honda,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,110.0,4800.0,6
Toyota,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,200.0,1200.0,9
Maruti,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,3
Toyota,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,132.0,3000.0,5
Maruti,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,4
Hyundai,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,190.24,1750.0,5
BMW,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400.0,1750.0,3
BMW,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400.0,1750.0,3
Honda,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,110.0,4800.0,3
Skoda,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,153.0,3800.0,6
Volvo,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,350.0,1500.0,4
Ford,590000,80000,Diesel,Individual,Manual,First Owner,25.01,1498.0,89.75,5.0,204.0,2000.0,7
Hyundai,350000,120000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0,180.4,1750.0,6
Maruti,484999,30000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,113.0,4200.0,5
Tata,240000,110000,Diesel,Individual,Manual,Second Owner,19.1,1405.0,70.0,5.0,135.4,2500.0,7
Toyota,500000,219000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,199.92,1400.0,14
Maruti,300000,80000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,69.0,3500.0,5
Maruti,750000,80000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,200.0,1750.0,6
Maruti,574000,35000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,115.0,4000.0,6
Tata,200000,167000,Diesel,Individual,Manual,First Owner,22.3,1248.0,88.8,5.0,200.0,1750.0,9
Hyundai,1100000,94000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,259.9,1900.0,6
Hyundai,350000,80000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,96.1,3000.0,10
Maruti,70000,100000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,59.0,2500.0,24
Ford,120000,90000,Petrol,Individual,Manual,Second Owner,13.8,1299.0,70.0,5.0,104.86,2500.0,17
Toyota,700000,246000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,7.0,200.0,1400.0,10
Maruti,500000,10000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,115.0,4000.0,3
Tata,370000,90000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,135.0,2500.0,6
Tata,600000,5200,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.81,5.0,114.0,3500.0,3
Maruti,100000,120000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0,78.0,4500.0,16
Maruti,409999,90000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,190.0,2000.0,9
Honda,750000,50000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.3,5.0,145.0,4600.0,6
Hyundai,600000,5000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,113.75,4000.0,5
Mahindra,550000,10500,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,115.0,3500.0,4
Renault,950000,26000,Diesel,Individual,Manual,First Owner,19.6,1461.0,108.45,5.0,245.0,1750.0,4
Mahindra,645000,139000,Diesel,Individual,Automatic,First Owner,11.79,2179.0,120.0,8.0,290.0,1800.0,8
Mahindra,750000,60000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,330.0,1600.0,8
Mercedes-Benz,650000,40000,Petrol,Individual,Manual,First Owner,11.7,1796.0,178.0,5.0,240.10000000000002,3500.0,16
Ford,800000,25000,Petrol,Individual,Manual,First Owner,15.85,1499.0,110.4,5.0,140.0,4400.0,7
Toyota,350000,60000,Petrol,Individual,Manual,Second Owner,14.53,1798.0,138.0,5.0,173.0,4000.0,12
Ford,700000,25000,Petrol,Individual,Manual,First Owner,15.85,1499.0,110.4,5.0,140.0,4400.0,7
Maruti,335000,15000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,114.0,4000.0,11
Maruti,270000,110000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,190.0,2000.0,10
Hyundai,52000,70000,Petrol,Individual,Manual,Second Owner,,,,,,,21
Maruti,320000,100000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,190.0,2000.0,12
Hyundai,120000,120000,Petrol,Individual,Manual,First Owner,17.8,1086.0,63.0,5.0,96.04000000000002,3000.0,15
Audi,730000,55000,Petrol,Individual,Automatic,Second Owner,12.3,1781.0,163.2,5.0,224.42000000000002,1950.0,12
Maruti,125000,120000,Petrol,Individual,Manual,Third Owner,15.0,1586.0,104.68,5.0,145.0,4100.0,15
Maruti,150000,35000,Petrol,Individual,Manual,First Owner,18.2,1061.0,64.0,5.0,84.0,3500.0,15
Maruti,310000,13000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,69.0,3500.0,4
Maruti,625000,50000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,190.0,2000.0,7
Hyundai,267000,40000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,111.7,4000.0,10
Hyundai,600000,25000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,114.73,4000.0,6
Maruti,180000,110000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,7.0,101.0,3000.0,11
Toyota,700000,5000,Petrol,Individual,Manual,First Owner,23.87,1197.0,88.5,5.0,113.0,4400.0,3
Maruti,121000,50000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,59.0,2500.0,9
Hyundai,350000,80000,Petrol,Individual,Manual,Third Owner,18.9,1197.0,82.0,5.0,114.0,4000.0,8
Toyota,869999,225000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,8.0,200.0,1400.0,10
Jaguar,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,430.0,1750.0,5
Lexus,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,202.0,3600.0,3
Jaguar,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,430.0,1750.0,5
Tata,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,320.0,1500.0,7
Volvo,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,400.0,,3
Toyota,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,213.0,4500.0,6
Maruti,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,90.0,3500.0,9
Maruti,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,190.0,2000.0,4
Honda,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,110.0,4800.0,6
Toyota,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,200.0,1200.0,9
Maruti,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,3
Toyota,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,132.0,3000.0,5
Maruti,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,4
Hyundai,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,190.24,1750.0,5
BMW,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400.0,1750.0,3
BMW,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400.0,1750.0,3
Honda,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,110.0,4800.0,3
Skoda,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,153.0,3800.0,6
Volvo,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,350.0,1500.0,4
Maruti,80000,100000,Petrol,Individual,Manual,Third Owner,17.3,1061.0,64.0,5.0,84.28,3500.0,14
Hyundai,120000,93331,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,99.04,4500.0,14
Mahindra,370000,120000,Diesel,Individual,Manual,Second Owner,13.5,2179.0,115.0,5.0,277.5,1700.0,10
Nissan,750000,70000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5.0,248.0,2250.0,7
Mahindra,484999,100000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,180.0,1440.0,7
Hyundai,120000,90000,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5.0,187.0,2500.0,16
Honda,860000,28000,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,5.0,145.0,4600.0,5
Maruti,650000,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,190.0,2000.0,4
Maruti,650000,90000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.8,7.0,200.0,1750.0,8
Hyundai,710000,40000,Diesel,Individual,Manual,First Owner,24.8,1396.0,88.7,5.0,219.7,1750.0,6
Ford,430000,113000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,215.0,1750.0,5
Maruti,305000,188000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,190.0,2000.0,11
Ford,220000,100000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,160.0,2000.0,11
Tata,150000,225000,Diesel,Individual,Manual,Third Owner,14.0,1948.0,90.0,9.0,190.0,2000.0,12
Mahindra,660000,67000,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,7.0,240.0,1600.0,5
Chevrolet,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,25.44,936.0,57.6,5.0,150.0,1750.0,11
Toyota,1100000,50000,Petrol,Individual,Manual,First Owner,14.28,1798.0,138.03,5.0,173.0,4000.0,7
Jaguar,2450000,60000,Diesel,Individual,Automatic,First Owner,16.36,2179.0,187.7,5.0,450.0,2000.0,9
Volkswagen,625000,34000,Diesel,Individual,Automatic,First Owner,22.0,1498.0,108.495,5.0,250.0,1500.0,5
Honda,198000,110000,Petrol,Individual,Manual,Third Owner,12.8,1493.0,100.0,5.0,128.38,4600.0,18
Hyundai,60000,71000,Petrol,Individual,Manual,Second Owner,,,,,,,21
Maruti,130000,140000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,90.0,3500.0,17
Honda,540000,100000,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,5.0,146.0,4800.0,10
Hyundai,550000,10000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0,113.75,4000.0,5
Maruti,475000,30000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.04,5.0,90.0,3500.0,4
Toyota,3100000,90000,Diesel,Individual,Automatic,First Owner,15.04,2755.0,174.5,7.0,450.0,1600.0,6
Maruti,217000,120000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5.0,113.0,4500.0,12
Hyundai,35000,184000,Petrol,Individual,Manual,Second Owner,,,,,,,20
Maruti,750000,6500,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,113.0,4200.0,3
Maruti,350000,80000,Petrol,Individual,Manual,First Owner,11.96,1298.0,80.0,8.0,103.0,4500.0,12
Mahindra,400000,100000,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,7.0,290.0,1800.0,14
Toyota,570000,120000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,5.0,170.0,1800.0,7
Hyundai,180000,120000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,74.5,4000.0,10
Skoda,280000,150000,Diesel,Individual,Manual,Third Owner,18.7,1896.0,66.0,5.0,210.0,,16
Tata,90000,120000,Diesel,Individual,Manual,Fourth & Above Owner,16.1,1405.0,70.0,5.0,132.3,2500.0,17
Mercedes-Benz,2600000,100000,Diesel,Individual,Automatic,Second Owner,15.26,2143.0,203.2,5.0,500.0,1600.0,7
Tata,700000,63000,Diesel,Individual,Manual,First Owner,15.3,2956.0,83.83,7.0,250.0,1000.0,4
Mercedes-Benz,1850000,40000,Diesel,Individual,Automatic,Second Owner,17.9,2143.0,136.0,5.0,300.0,1600.0,6
Ford,685000,109000,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0,204.0,2000.0,7
Maruti,565000,114000,Diesel,Dealer,Manual,First Owner,25.2,1248.0,73.94,5.0,190.0,2000.0,7
Skoda,1600000,33000,Petrol,Dealer,Automatic,Second Owner,14.7,1798.0,177.5,5.0,250.0,1250.0,5
Hyundai,395000,160000,Diesel,Dealer,Manual,Third Owner,24.0,1120.0,70.0,5.0,160.0,1500.0,8
Hyundai,425000,101000,Diesel,Dealer,Manual,First Owner,21.9,1396.0,88.76,5.0,219.6,1750.0,9
Volkswagen,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,22.27,1498.0,108.6,5.0,250.0,1500.0,3
Hyundai,1950000,45000,Diesel,Dealer,Automatic,Second Owner,16.38,1995.0,183.0,5.0,400.0,175.0,6
Renault,535000,31000,Petrol,Dealer,Automatic,First Owner,24.04,999.0,67.0,5.0,91.0,4250.0,4
Renault,500000,31000,Petrol,Dealer,Manual,First Owner,23.01,999.0,67.0,5.0,91.0,4250.0,4
Maruti,434999,55000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5.0,113.0,4200.0,6
Tata,250000,55000,Petrol,Dealer,Automatic,First Owner,21.9,624.0,37.48,4.0,51.0,4000.0,4
Hyundai,700000,117000,Diesel,Dealer,Manual,First Owner,22.32,1582.0,126.32,5.0,259.8,1900.0,8
BMW,1100000,102000,Diesel,Dealer,Automatic,First Owner,19.62,1995.0,187.74,5.0,400.0,1750.0,12
Volkswagen,900000,108000,Diesel,Dealer,Automatic,First Owner,17.42,1968.0,175.0,5.0,350.0,1500.0,10
Maruti,425000,75000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5.0,113.0,4200.0,7
Mercedes-Benz,1600000,74000,Diesel,Dealer,Automatic,First Owner,10.0,2148.0,170.0,5.0,400.0,1400.0,11
Ford,325000,158000,Diesel,Dealer,Manual,First Owner,24.4,1499.0,98.96,5.0,215.0,1750.0,9
Ford,950000,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,205.0,1750.0,4
Tata,1140000,10000,Diesel,Individual,Automatic,First Owner,21.5,1497.0,108.5,5.0,260.0,1500.0,3
Tata,980000,53000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7.0,320.0,1500.0,5
Jeep,1920000,20000,Diesel,Individual,Manual,Second Owner,16.3,1956.0,170.0,5.0,350.0,1750.0,5
Volkswagen,808000,5000,Petrol,Individual,Manual,First Owner,18.24,999.0,108.6,5.0,175.0,1750.0,2
Maruti,550000,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,114.0,4000.0,8
Maruti,215000,64000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,62.0,3000.0,12
Ford,512000,10500,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,112.0,4000.0,6
Maruti,215000,50000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,62.0,3000.0,11
Skoda,500000,60000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,250.0,1500.0,10
Skoda,700000,35000,Diesel,Individual,Manual,First Owner,21.14,1498.0,103.52,5.0,250.0,1500.0,7
Tata,525000,135000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7.0,320.0,1700.0,10
Mahindra,550000,70000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,9.0,290.0,1800.0,11
Maruti,750000,80000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,200.0,1750.0,6
Maruti,395000,25000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5.0,90.0,3500.0,5
Hyundai,675000,5000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,114.7,4000.0,5
Hyundai,140000,80000,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5.0,96.1,3000.0,14
Mahindra,430000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,8.0,290.0,1800.0,11
Jaguar,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,430.0,1750.0,5
